,ltable_ASIN,rtable_NID,predicted
1178,B007CZDS64,N82E16820231666,0
1179,B007CZDS64,N82E16820231672,0
1180,B007CZDS64,N82E16820231673,0
1181,B007CZDS64,N82E16820231689,0
1182,B007ED7R1G,9SIA0AJ2SC7525,1
1183,B007GWMQNE,9SIA1K64284992,0
1184,B007GWMQNE,9SIA1K64291821,0
1185,B007GWMQNE,9SIA1K64292981,0
1186,B007GWMQNE,9SIA85V3S29358,0
1187,B007GWMQNE,N82E16820231278,0
1188,B007GWMQNE,N82E16820231308,0
1189,B007GWMQNE,N82E16820231309,0
1190,B007GWMQNE,N82E16820231312,0
1191,B007GWMQNE,N82E16820231313,0
1192,B007GWMQNE,N82E16820231315,0
1193,B007GWMQNE,N82E16820231359,0
1194,B007GWMQNE,N82E16820231402,0
1195,B007GWMQNE,N82E16820231416,0
1196,B007GWMQNE,N82E16820231426,0
1197,B007GWMQNE,N82E16820231427,0
1198,B007GWMQNE,N82E16820231429,0
1199,B007GWMQNE,N82E16820231440,0
1200,B007GWMQNE,N82E16820231442,0
1201,B007GWMQNE,N82E16820231445,0
1202,B007GWMQNE,N82E16820231455,0
1203,B007GWMQNE,N82E16820231456,0
1204,B007GWMQNE,N82E16820231468,0
1205,B007GWMQNE,N82E16820231473,0
1206,B007GWMQNE,N82E16820231476,0
1207,B007GWMQNE,N82E16820231485,0
1208,B007GWMQNE,N82E16820231486,0
1209,B007GWMQNE,N82E16820231488,0
1210,B007GWMQNE,N82E16820231489,0
1211,B007GWMQNE,N82E16820231507,0
1212,B007GWMQNE,N82E16820231527,0
1213,B007GWMQNE,N82E16820231528,0
1214,B007GWMQNE,N82E16820231538,0
1215,B007GWMQNE,N82E16820231544,0
1216,B007GWMQNE,N82E16820231546,0
1217,B007GWMQNE,N82E16820231561,0
1218,B007GWMQNE,N82E16820231567,0
1219,B007GWMQNE,N82E16820231569,1
1220,B007GWMQNE,N82E16820231571,0
1221,B007GWMQNE,N82E16820231590,0
1222,B007GWMQNE,N82E16820231606,0
1223,B007GWMQNE,N82E16820231609,0
1224,B007GWMQNE,N82E16820231615,0
1225,B007GWMQNE,N82E16820231628,0
1226,B007GWMQNE,N82E16820231666,0
1227,B007GWMQNE,N82E16820231672,0
1228,B007GWMQNE,N82E16820231689,0
1229,B007GWMQNE,N82E16820231718,0
1230,B007HK0L3C,9SIA0AJ5951726,1
1231,B007I4ZUGA,9SIA4RE4TZ2154,0
1232,B007I51SHY,9SIA9JJ3HP2118,1
1233,B007IL6OR2,9SIA4KZ3UY7999,1
1234,B007IL6OR2,N82E16833124530,0
1235,B007IL72CI,9SIABZ04RM7687,1
1236,B007IL72CI,N82E16833124530,0
1237,B007IL7AKM,9SIA0AJ0PV5083,1
1238,B007IL7AKM,N82E16833124530,0
1239,B007JEMXYQ,N82E16835856005,0
1240,B007JI4HR8,9SIA4RE4VN5398,0
1241,B007JI4HR8,9SIA4RE4VX3477,0
1242,B007KWKYQG,N82E16833320088,1
1243,B007KWKYQG,N82E16833320122,1
1244,B007OWWYRY,9SIA0AJ2YT4647,1
1245,B007P05XNC,9SIA9F94155064,0
1246,B007P05XNC,9SIA9F94RC5389,0
1247,B007QXLSOG,9SIA24G28M5956,1
1248,B007RB0JZG,9SIA12K09U9290,0
1249,B007RB0JZG,9SIA12K1078662,0
1250,B007RB0JZG,9SIA1T53J52958,0
1251,B007RB0JZG,N82E16820171497,0
1252,B007RB0VJK,9SIA7HK3YM3831,0
1253,B007RB0VJK,N82E16820171498,0
1254,B007RB0VJK,N82E16820171505,0
1255,B007RB16DK,9SIA0AJ3398516,0
1256,B007RB16DK,N82E16826138187,0
1257,B007RFYKO8,9SIA0AJ2591738,0
1258,B007RFYKO8,9SIA0AJ5951726,0
1259,B007RFYKO8,9SIABB74AK2833,0
1260,B007RM0X38,9SIA0AJ1B00530,0
1261,B007RM0X38,N82E16826779048,0
1262,B007RMMYFI,9SIA1N82835448,0
1263,B007RMMYFI,9SIA1N82M64384,0
1264,B007RMMYFI,N82E16829132020R,0
1265,B007S02GMA,N82E16811139013,0
1266,B007S02GMA,N82E16811139015,0
1267,B007SZ0E1K,9SIAAEE57D9121,0
1268,B007SZ0ECE,9SIAAEE4M22703,1
1269,B007SZ0EHE,9SIA6ZP4M69396,1
1270,B007SZ0EOM,9SIA6ZP4M69396,0
1271,B007SZ0EOM,9SIAAEE4M22346,1
1272,B007SZ0EOW,9SIA6ZP4M69396,0
1273,B007SZ0EOW,9SIAAEE4U21178,1
1274,B007T1CTDE,9SIAB2748G5663,1
1275,B007T1YT32,9SIAAEE4M22703,0
1276,B007T1YT32,9SIAAEE5811734,1
1277,B007TG8QRW,N82E16820233280,1
1278,B007TMZ1BK,9SIA1N82835448,0
1279,B007TMZ1BK,9SIA1N82M64384,0
1280,B007TMZ1BK,N82E16829132020R,0
1281,B007TMZ1MY,9SIA0AJ4122798,0
1282,B007TMZ1MY,N82E16829132053,0
1283,B007TMZ1MY,N82E16829132053R,0
1284,B007VDLVD4,9SIAA0T57B6832,0
1285,B007VDOOBU,9SIAA0T57B6832,0
1286,B007VPGK42,9SIA9HJ3KG2946,1
1287,B007VQO7GE,9SIA85V3R95004,1
1288,B007W1KELK,9SIA2F823C2974,0
1289,B007W1KELK,9SIA4P05AZ3550,0
1290,B007W1KELK,N82E16828006536,0
1291,B007W1KELK,N82E16828006537,0
1292,B007W1KELK,N82E16828106829,0
1293,B007W1KEOM,9SIA2F823C2974,0
1294,B007W1KEOM,9SIA4P05AZ3550,0
1295,B007W1KEOM,N82E16828006536,0
1296,B007W1KEOM,N82E16828006537,0
1297,B007W1KEOM,N82E16828106829,0
1298,B007W5TV6K,9SIA1UH3YG3298,1
1299,B007WLRK2Q,9SIA0AJ4122798,0
1300,B007WLRK2Q,N82E16829132053,0
1301,B007WLRK2Q,N82E16829132053R,0
1302,B007YX9O9E,N82E16820171499,0
1303,B007YXA5S8,9SIA1N81Z22207,0
1304,B007YXA5S8,9SIA7HN5AC5689,0
1305,B007YXA5S8,N82E16820171846,0
1306,B007Z0SCBC,9SIA0AJ4122798,0
1307,B007Z0SCBC,N82E16829132053,0
1308,B007Z0SCBC,N82E16829132053R,0
1309,B007ZW2LY4,9SIA4RE4FF6748,1
1310,B007ZZE63A,N82E16835709001,0
1311,B007ZZE63A,N82E16835709011,1
1312,B0080FFZ8E,9SIA85V3RB2385,1
1313,B0081H8TRA,9SIA0AJ34R2494,0
1314,B0081H8TRA,9SIA0AJ3UC7875,0
1315,B0081H8TRA,9SIA4A03YE0040,0
1316,B0081H8TRA,N82E16833122536,0
1317,B0081H8TRA,N82E16833122786,0
1318,B0081TXIXI,N82E16833127496,0
1319,B0081TXJ28,9SIA0AJ1ZX1388,1
1320,B0081TXJ28,N82E16833127496,0
1321,B0081TYO72,9SIA9JJ3YB3801,1
1322,B00829THQE,9SIA1J253V8676,0
1323,B0082UY8MG,9SIA24G2HM7685,0
1324,B0083H4NG4,9SIA2J20T19299,0
1325,B0083U94D8,9SIAAEE57D9121,1
1326,B00847UWUE,9SIA9JJ48C0720,1
1327,B00847UWUE,9SIACNF57Y3380,1
1328,B0084DFLTA,9SIA24G2HM7685,1
1329,B0084DMYT0,9SIA0AJ3UC7875,0
1330,B0084DMYT0,9SIA85V5687252,0
1331,B0084DMYT0,N82E16833122536,0
1332,B0084DMYT0,N82E16833122612,0
1333,B0084L9QBQ,9SIA9FT3GT2418,0
1334,B0084L9QBQ,N82E16811235034,0
1335,B0085IWXB8,N82E16820233299,1
1336,B0085IZRSO,N82E16820233218,0
1337,B0085J4UXQ,9SIA9JJ3HP2118,1
1338,B0085RR0TY,N82E16811352011,0
1339,B0085ZG95M,9SIA7HK3YM3831,0
1340,B0085ZG95M,N82E16820171498,0
1341,B0085ZG95M,N82E16820171505,0
1342,B00870JWR2,9SIA6UM2GP9799,0
1343,B00870JWR2,9SIA6UM2GR1768,0
1344,B00870JWR2,9SIA6UM3NM2767,0
1345,B00870JWR2,9SIAASP40S1323,0
1346,B0087EVHN0,9SIA6ZP4TH1278,1
1347,B0087NZ31S,0E6-000U-00001,1
1348,B0088CJPEY,9SIA1N81Z22207,0
1349,B0088CJPEY,9SIA7HK38J4836,0
1350,B0088CJPEY,9SIA7HN5AC5689,0
1351,B0088CJPEY,N82E16820171499,0
1352,B0088CJPEY,N82E16820171846,0
1353,B0088PUEPK,9SIA9DE3SA7099,0
1354,B0088PUEPK,9SIA9HJ3JJ4539,0
1355,B0088PUEPK,9SIA9HJ3JJ4550,0
1356,B0088YPJ74,N82E16828116009,1
1357,B0088YPJ74,N82E16828116414,0
1358,B0088YPJ74,N82E16828116415,0
1359,B008968L6M,9SIA9DE3SA7099,0
1360,B008968L6M,9SIA9HJ3H87752,0
1361,B008968L6M,9SIA9HJ3JJ4494,0
1362,B008968L6M,9SIA9HJ3JJ4539,1
1363,B008968L6M,9SIA9HJ3JJ4550,0
1364,B008968L6M,9SIA9HJ3JJ5812,0
1365,B0089JIDUI,N82E16820239289,1
1366,B008ABOJKS,N82E16833320115,1
1367,B008AT1W0A,9SIA0AJ2TS0303,1
1368,B008AT1W0A,9SIA6TP2P34917,1
1369,B008BVQJIC,N82E16826125162,1
1370,B008C7C5WE,0BD-000B-000V6,0
1371,B008C7C5WE,9SIA1N81Z22207,0
1372,B008C7C5WE,9SIA7HN5AC5689,1
1373,B008C7C5WE,N82E16820171846,0
1374,B008CP5QJK,N82E16820239311,1
1375,B008CP5R8K,N82E16820239313,1
1376,B008DJE7HW,9SIA9SC4NS9855,1
1377,B008DWCRQW,9SIA4P03FK4613,1
1378,B008DWCRQW,N82E16833127496,0
1379,B008DWGYQG,9SIA0AJ5BS8762,0
1380,B008DWGYQG,9SIA1N83UD9861,0
1381,B008DWGYQG,9SIA1N83UD9867,0
1382,B008DWGYQG,9SIA24G3KG3676,0
1383,B008DWGYQG,9SIA2F84D69401,0
1384,B008DWGYQG,9SIA85V41B1151,0
1385,B008DWGYQG,9SIA85V41B1195,0
1386,B008DWGYQG,9SIA85V41B1204,0
1387,B008DWGYQG,N82E16813131991,0
1388,B008DWGYQG,N82E16813132044,0
1389,B008DWGYQG,N82E16813132510,0
1390,B008DWGYQG,N82E16813132516,0
1391,B008DWGYQG,N82E16813132517,0
1392,B008DWGYQG,N82E16813132566,0
1393,B008DWGYQG,N82E16813132568,0
1394,B008DWGYQG,N82E16813132573,0
1395,B008DWGYQG,N82E16813132640,0
1396,B008DWGYQG,N82E16813132691,0
1397,B008DWGYQG,N82E16813132830,0
1398,B008DWGYQG,N82E16813132831,0
1399,B008E3M4QS,N82E16820233246,0
1400,B008E3M4QS,N82E16820233310,1
1401,B008E3M4QS,N82E16820233538,0
1402,B008E3M4TU,N82E16820233218,0
1403,B008F65MO0,9SIABB74HH5926,1
1404,B008GMDC6I,9SIA85V3RB1827,0
1405,B008GMDC6I,9SIA85V3RB2079,0
1406,B008GMDC6I,9SIA85V5555614,0
1407,B008GMDC6I,9SIA85V5577070,0
1408,B008GMDC6I,9SIA85V5595368,0
1409,B008GMDC6I,9SIA85V57C5346,0
1410,B008GS8LT0,9SIA0AJ1064057,0
1411,B008GS8LT0,9SIA0AJ25B3476,0
1412,B008GS8LT0,9SIA4P01PE9175,0
1413,B008GS8LT0,9SIA57Z22F1945,0
1414,B008GS8LT0,N82E16822235092,0
1415,B008GS8LT0,N82E16822236747,1
1416,B008H0FOD8,9SIA0AJ27Z0241,0
1417,B008H0FOD8,9SIA0AJ2TP5250,0
1418,B008H0FOD8,9SIA0AJ5951725,0
1419,B008H0FOD8,9SIA6AU56K5537,0
1420,B008H0FOD8,9SIA9B54988403,0
1421,B008H0FOD8,9SIA9JA4KZ2360,0
1422,B008H0FOD8,9SIA9JA4N43729,0
1423,B008H0FOD8,9SIA9JA4YH7163,0
1424,B008H0FOD8,9SIA9JJ3YB3801,0
1425,B008H0FOD8,9SIA9JJ4FK5324,0
1426,B008H0FOD8,N82E16828113975,0
1427,B008H0FOD8,N82E16828133822,0
1428,B008H0FOD8,N82E16828133824,0
1429,B008HD3CTI,N82E16811352020,1
1430,B008HD3E6Y,N82E16811352020,0
1431,B008HD3E6Y,N82E16811352021,1
1432,B008HO9DIG,9SIA4KZ4772433,1
1433,B008HO9DIG,N82E16833122536,0
1434,B008HO9DK4,N82E16833122491,1
1435,B008HSIVVC,9SIA0AJ2X80693,1
1436,B008I21EA2,9SIA4MR4MH7581,1
1437,B008I21EA2,N82E16833124530,0
1438,B008IFXQIW,9SIA0AJ3D66657,1
1439,B008IFXQIW,N82E16833704037,0
1440,B008J49KX2,9SIA6393T04906,0
1441,B008JJLW4M,9SIA9HJ3JJ4539,0
1442,B008JJLW4M,N82E16822236342,0
1443,B008JJLW4M,N82E16822236343,0
1444,B008JJLW4M,N82E16822236344,1
1445,B008JJLW4M,N82E16822236599,0
1446,B008KXFEZK,9SIA2W02KN0960,0
1447,B008KXFEZK,9SIA2W02KN0962,0
1448,B008KXFEZK,N82E16822149382,1
1449,B008LA5VS2,N82E16811112287,1
1450,B008LA6I48,N82E16835114120,0
1451,B008LA79M8,N82E16835114120,1
1452,B008M11WBA,9SIA24G28N5876,1
1453,B008MAFS5C,9SIA9JJ3YB3801,0
1454,B008MF4RJU,N82E16817153167,1
1455,B008OEHPPM,9SIA4P03HB2718,1
1456,B008OSFHYY,9SIA9B55A49615,0
1457,B008OUKZZI,9SIA0AJ2MH2161,1
1458,B008OUKZZI,9SIAADF3V36202,0
1459,B008OUKZZI,9SIAAVC4BE1004,0
1460,B008PEVH0K,9SIAC354VG4278,0
1461,B008PEVH0K,9SIAC354VG4291,0
1462,B008R7EXCE,9SIA0AJ1AN8513,0
1463,B008R7EXCE,9SIA0AJ2GM0122,0
1464,B008R7EXCE,9SIA0AJ2N88556,0
1465,B008R7EXCE,9SIA4A03X69441,0
1466,B008R7EXCE,9SIA4T01GS3609,0
1467,B008R7EXCE,9SIA4T01GT5703,0
1468,B008R7EXCE,9SIA5AD4AZ7303,0
1469,B008R7EXCE,9SIA9HJ3JN3976,0
1470,B008R7EXJW,1E8-0006-000G9,0
1471,B008R7EXJW,9SIA0AJ12Z7130,0
1472,B008R7EXJW,9SIA22F56X2126,0
1473,B008R7EXJW,9SIA22F5CD4708,0
1474,B008R7EXJW,9SIA3FA36D7258,0
1475,B008R7EXJW,9SIA4A03X69441,0
1476,B008R7EXJW,9SIA4P01PE9246,0
1477,B008R7EXJW,9SIA4P03HJ4087,0
1478,B008R7EXJW,9SIA4P03S12378,0
1479,B008R7EXJW,9SIA4T01GS2931,0
1480,B008R7EXJW,9SIA4T01GT5698,0
1481,B008R7EXJW,9SIA4T01GT7460,0
1482,B008R7EXJW,9SIA5AD4AZ7303,0
1483,B008R7EXJW,9SIA6AH20X3008,0
1484,B008R7EXJW,9SIA6AH2YP7156,0
1485,B008R7EXJW,9SIA6ZP4YF0813,0
1486,B008R7EXJW,9SIA9HJ3JN3976,0
1487,B008R7EXJW,9SIABHV4EG4721,0
1488,B008R7EXJW,9SIACGB57B8118,0
1489,B008R7EXJW,N82E16822236783,0
1490,B008R7EXJW,N82E16822236959,0
1491,B008RECHLG,N82E16819117504,1
1492,B008RJQ0LE,9SIA0ZX57D0944,1
1493,B008S94HX6,9SIA57Z3RX0298,1
1494,B008SA63Y6,N82E16822154540,0
1495,B008TYIDVW,N82E16820239389,1
1496,B008TYIEVQ,N82E16820239390,1
1497,B008VGN75U,9SIAC354VG4278,0
1498,B008VGN75U,9SIAC354VG4291,0
1499,B008X9Q0JK,9SIAC354VG4291,0
1500,B008XB0JNG,9SIA7XZ3PW4402,0
1501,B008Y6SX5Q,9SIA1K64291821,0
1502,B008Y6SX5Q,9SIA85V3RB2385,0
1503,B008Y6SX5Q,9SIA85V3S29358,0
1504,B008Y6SX5Q,N82E16820231308,0
1505,B008Y6SX5Q,N82E16820231402,0
1506,B008Y6SX5Q,N82E16820231416,0
1507,B008Y6SX5Q,N82E16820231422,0
1508,B008Y6SX5Q,N82E16820231424,0
1509,B008Y6SX5Q,N82E16820231426,0
1510,B008Y6SX5Q,N82E16820231440,0
1511,B008Y6SX5Q,N82E16820231445,0
1512,B008Y6SX5Q,N82E16820231455,0
1513,B008Y6SX5Q,N82E16820231468,0
1514,B008Y6SX5Q,N82E16820231473,0
1515,B008Y6SX5Q,N82E16820231476,0
1516,B008Y6SX5Q,N82E16820231486,0
1517,B008Y6SX5Q,N82E16820231489,0
1518,B008Y6SX5Q,N82E16820231503,0
1519,B008Y6SX5Q,N82E16820231518,0
1520,B008Y6SX5Q,N82E16820231519,0
1521,B008Y6SX5Q,N82E16820231528,0
1522,B008Y6SX5Q,N82E16820231538,0
1523,B008Y6SX5Q,N82E16820231544,0
1524,B008Y6SX5Q,N82E16820231546,0
1525,B008Y6SX5Q,N82E16820231550,0
1526,B008Y6SX5Q,N82E16820231560,0
1527,B008Y6SX5Q,N82E16820231571,0
1528,B008Y6SX5Q,N82E16820231587,0
1529,B008Y6SX5Q,N82E16820231606,0
1530,B008Y6SX5Q,N82E16820231609,0
1531,B008Y6SX5Q,N82E16820231611,0
1532,B008Y6SX5Q,N82E16820231615,0
1533,B008Y6SX5Q,N82E16820231617,1
1534,B008Y6SX5Q,N82E16820231627,0
1535,B008Y6SX5Q,N82E16820231628,0
1536,B008Y6SX5Q,N82E16820231666,0
1537,B008Y6SX5Q,N82E16820231672,0
1538,B008Y6SX5Q,N82E16820231673,0
1539,B008Y6SX5Q,N82E16820231689,0
1540,B008Y6T9MM,9SIA1K64291821,0
1541,B008Y6T9MM,9SIA85V3RB2385,0
1542,B008Y6T9MM,9SIA85V3S29358,0
1543,B008Y6T9MM,N82E16820231274,0
1544,B008Y6T9MM,N82E16820231275,0
1545,B008Y6T9MM,N82E16820231276,0
1546,B008Y6T9MM,N82E16820231278,0
1547,B008Y6T9MM,N82E16820231308,0
1548,B008Y6T9MM,N82E16820231309,0
1549,B008Y6T9MM,N82E16820231312,0
1550,B008Y6T9MM,N82E16820231315,0
1551,B008Y6T9MM,N82E16820231402,0
1552,B008Y6T9MM,N82E16820231416,0
1553,B008Y6T9MM,N82E16820231422,0
1554,B008Y6T9MM,N82E16820231424,0
1555,B008Y6T9MM,N82E16820231425,0
1556,B008Y6T9MM,N82E16820231426,0
1557,B008Y6T9MM,N82E16820231427,0
1558,B008Y6T9MM,N82E16820231429,0
1559,B008Y6T9MM,N82E16820231440,0
1560,B008Y6T9MM,N82E16820231442,0
1561,B008Y6T9MM,N82E16820231445,0
1562,B008Y6T9MM,N82E16820231455,0
1563,B008Y6T9MM,N82E16820231456,0
1564,B008Y6T9MM,N82E16820231468,0
1565,B008Y6T9MM,N82E16820231473,0
1566,B008Y6T9MM,N82E16820231476,0
1567,B008Y6T9MM,N82E16820231485,0
1568,B008Y6T9MM,N82E16820231486,0
1569,B008Y6T9MM,N82E16820231488,0
1570,B008Y6T9MM,N82E16820231489,0
1571,B008Y6T9MM,N82E16820231518,0
1572,B008Y6T9MM,N82E16820231519,0
1573,B008Y6T9MM,N82E16820231527,0
1574,B008Y6T9MM,N82E16820231528,0
1575,B008Y6T9MM,N82E16820231538,0
1576,B008Y6T9MM,N82E16820231544,0
1577,B008Y6T9MM,N82E16820231546,0
1578,B008Y6T9MM,N82E16820231550,0
1579,B008Y6T9MM,N82E16820231560,0
1580,B008Y6T9MM,N82E16820231561,0
1581,B008Y6T9MM,N82E16820231567,0
1582,B008Y6T9MM,N82E16820231569,0
1583,B008Y6T9MM,N82E16820231571,0
1584,B008Y6T9MM,N82E16820231585,0
1585,B008Y6T9MM,N82E16820231587,0
1586,B008Y6T9MM,N82E16820231606,0
1587,B008Y6T9MM,N82E16820231609,0
1588,B008Y6T9MM,N82E16820231611,0
1589,B008Y6T9MM,N82E16820231615,1
1590,B008Y6T9MM,N82E16820231617,0
1591,B008Y6T9MM,N82E16820231627,0
1592,B008Y6T9MM,N82E16820231628,0
1593,B008Y6T9MM,N82E16820231666,0
1594,B008Y6T9MM,N82E16820231672,0
1595,B008Y6T9MM,N82E16820231673,0
1596,B008Y6T9MM,N82E16820231689,0
1597,B008Y6T9MM,N82E16820231709,0
1598,B008Y6T9MM,N82E16820231720,0
1599,B00906G97I,9SIA4S844G6272,0
1600,B0090ECASW,9SIA4RE5082082,1
1601,B0090ECASW,9SIA4RE5528382,0
1602,B0090YXSI8,9SIA6UM2N85097,1
1603,B0090YXSI8,9SIA85V4MA8846,1
1604,B00918MEZG,N82E16817151119,1
1605,B0091RA8U0,9SIA85V43V1050,0
1606,B0093H4XG8,9SIA13X4B15685,0
1607,B0093H4XG8,9SIA4RE4NA7808,0
1608,B0093H4XG8,9SIA4RE4W87212,1
1609,B0093H8JCM,9SIA24G5BT6227,1
1610,B0093H8JCM,9SIABB74HH5926,0
1611,B0093H8NBY,9SIAAEE4M22712,1
1612,B0095D1CM8,9SIA4RE5082089,0
1613,B0095D1CM8,9SIA4RE5082090,1
1614,B0095D1CM8,9SIA4RE5082094,0
1615,B0095D1CM8,9SIA4RE5083743,0
1616,B0095D1CM8,9SIA4RE5084531,0
1617,B0095D1CM8,9SIA4RE5084556,0
1618,B0095D1CM8,9SIA4RE5084825,0
1619,B0095D1CM8,9SIA4RE5085146,0
1620,B0095D1CM8,9SIA4RE5086584,0
1621,B0095D1CM8,9SIA4RE5086614,0
1622,B0095D1CM8,9SIA4RE5086783,0
1623,B0095D1CM8,9SIA4RE5086999,0
1624,B0095D1CM8,9SIA4RE5091121,0
1625,B0095D1CM8,9SIA4RE53D8187,0
1626,B0095VPBFY,N82E16819113282,1
1627,B0095ZBVOU,9SIA6AU57E1352,0
1628,B0095ZCEAA,N82E16882203219,0
1629,B0096239G0,9SIA2F853K1135,1
1630,B0096KEZVK,9SIA85V4S50090,0
1631,B0096S9562,9SIA1N82KX3966,1
1632,B0096S95V2,9SIA4P05727179,0
1633,B0096S95V2,N82E16828116433,0
1634,B0096S95V2,N82E16828118696,0
1635,B009733EZY,N82E16822205209,0
1636,B0098QV038,9SIA0AJ5939079,1
1637,B0098W4ZD4,9SIA4RE5082089,0
1638,B0098W4ZD4,9SIA4RE5082090,0
1639,B0098W4ZD4,9SIA4RE5082094,0
1640,B0098W4ZD4,9SIA4RE5083743,0
1641,B0098W4ZD4,9SIA4RE5084531,1
1642,B0098W4ZD4,9SIA4RE5084556,0
1643,B0098W4ZD4,9SIA4RE5084825,0
1644,B0098W4ZD4,9SIA4RE5085146,0
1645,B0098W4ZD4,9SIA4RE5086584,0
1646,B0098W4ZD4,9SIA4RE5086614,0
1647,B0098W4ZD4,9SIA4RE5086783,0
1648,B0098W4ZD4,9SIA4RE5086999,0
1649,B0098W4ZD4,9SIA4RE5091121,0
1650,B0098W4ZD4,9SIA4RE53D8187,0
1651,B009A3CAC4,9SIA0ZX0XR3493,0
1652,B009AELU06,9SIA2TN40R4778,1
1653,B009CIM9X2,N82E16820145260,0
1654,B009CIM9X2,N82E16820145315,0
1655,B009CIM9X2,N82E16820145324,0
1656,B009CIM9X2,N82E16820145345,0
1657,B009CIM9X2,N82E16820145357,0
1658,B009CIM9X2,N82E16820233144,0
1659,B009CIM9X2,N82E16820233180,0
1660,B009CIM9X2,N82E16820233186,0
1661,B009CIM9X2,N82E16820233246,0
1662,B009CIM9X2,N82E16820233280,0
1663,B009CIM9X2,N82E16820233299,0
1664,B009CIM9X2,N82E16820233310,0
1665,B009CP4PIW,9SIA4RE53D9767,1
1666,B009CP4PIW,9SIACCX56F2820,1
1667,B009CQUTDQ,9SIA2F839G9300,0
1668,B009CQUTDQ,N82E16822154540,0
1669,B009CQUTDQ,N82E16822154665,0
1670,B009DYOPJ6,9SIA4RE4ZU4853,1
1671,B009DYOPJ6,N82E16826436035,1
1672,B009DYOPJQ,N82E16826436015,1
1673,B009EOFU9E,9SIA4P05727179,0
1674,B009GG06F8,9SIA6232GP3204,1
1675,B009GG07KW,9SIA6232GP3204,0
1676,B009GX2NE8,N82E16813157338,0
1677,B009HNHNJ2,9SIA7U13RH9245,1
1678,B009HQHPB0,N82E16822178744,0
1679,B009HQHPC4,9SIA1J253V8676,0
1680,B009IKCE5C,9SIA7WM39C3505,0
1681,B009IKCFT2,9SIA9N64BU7334,0
1682,B009IKCJ8E,9SIA0AJ3BZ9827,0
1683,B009IKCJ8E,9SIA7WM39C3190,0
1684,B009IKCJ8E,9SIA9N64BU7334,0
1685,B009ISU33E,9SIA4RE4VN5417,1
1686,B009K7QB8O,N82E16823794002,1
1687,B009K7U6IK,9SIA0AJ2J28222,1
1688,B009KY58FE,9SIA0AJ2GM4738,1
1689,B009L1UZAE,9SIA24G2HM7685,0
1690,B009LHF4FO,N82E16811352027,1
1691,B009LL9VDG,9SIA0AJ5BS4717,1
1692,B009M0TCBC,N82E16820233218,0
1693,B009M0TCHQ,N82E16820233280,0
1694,B009M0TFFU,N82E16820233370,1
1695,B009NHAF06,9SIAADF3ZD3054,1
1696,B009O7YORK,N82E16819113397,1
1697,B009O7YU3S,9SIA6393S22295,1
1698,B009O7YU3S,N82E16819113287,1
1699,B009O7YU56,N82E16819113285,1
1700,B009PDMN94,9SIA1N82853897,0
1701,B009PDMN94,9SIA4RE31X1468,0
1702,B009PDMN94,9SIA9JN3W22389,0
1703,B009PHSDBM,9SIA4RE5082089,1
1704,B009PHSDBM,9SIA4RE5082090,0
1705,B009PHSDBM,9SIA4RE5082094,0
1706,B009PHSDBM,9SIA4RE5083743,0
1707,B009PHSDBM,9SIA4RE5084531,0
1708,B009PHSDBM,9SIA4RE5084556,0
1709,B009PHSDBM,9SIA4RE5084825,0
1710,B009PHSDBM,9SIA4RE5085146,0
1711,B009PHSDBM,9SIA4RE5086584,0
1712,B009PHSDBM,9SIA4RE5086614,0
1713,B009PHSDBM,9SIA4RE5086783,0
1714,B009PHSDBM,9SIA4RE5086999,0
1715,B009PHSDBM,9SIA4RE5091121,0
1716,B009PHSDBM,9SIA4RE53D8187,0
1717,B009RBN6I6,9SIA1K636U8339,1
1718,B009RBN6I6,N82E16820191394,0
1719,B009RS0X3A,N82E16828006529,1
1720,B009S1NTUU,9SIA2F83MX8485,1
1721,B009SM8EX6,N82E16828006537,1
1722,B009SM8F6M,9SIA91J4687383,1
1723,B009SM8G1Q,9SIA1N83TV6236,0
1724,B009SM8GDO,9SIA1N83TV6236,1
1725,B009SM8GYS,N82E16828006536,1
1726,B009UZZW1S,N82E16833127496,0
1727,B009V00K3W,9SIA4P03FK4612,1
1728,B009V00K3W,N82E16833127496,0
1729,B009V52440,N82E16820231627,1
1730,B009VCAJ7W,N82E16835608029,1
1731,B009VV56TO,N82E16817151122,1
1732,B009WIW9GE,N82E16820220747,1
1733,B009YOJZ5E,N82E16820145324,0
1734,B009YOJZ5E,N82E16820145345,0
1735,B009YOJZ5E,N82E16820145347,0
1736,B009YOJZ5E,N82E16820145357,0
1737,B009YOJZ5E,N82E16820233143,0
1738,B009YOJZ5E,N82E16820233144,0
1739,B009YOJZ5E,N82E16820233180,0
1740,B009YOJZ5E,N82E16820233186,0
1741,B009YOJZ5E,N82E16820233218,0
1742,B009YOJZ5E,N82E16820233232,0
1743,B009YOJZ5E,N82E16820233242,0
1744,B009YOJZ5E,N82E16820233246,0
1745,B009YOJZ5E,N82E16820233265,0
1746,B009YOJZ5E,N82E16820233280,0
1747,B009YOJZ5E,N82E16820233299,0
1748,B009YOJZ5E,N82E16820233310,0
1749,B009YOJZ5E,N82E16820233538,0
1750,B009YOKAZI,N82E16820145345,0
1751,B009YOKAZI,N82E16820233144,0
1752,B009YOKAZI,N82E16820233218,0
1753,B009YOKAZI,N82E16820233232,0
1754,B009YOKAZI,N82E16820233246,0
1755,B009YOKAZI,N82E16820233280,0
1756,B009YOKAZI,N82E16820233299,0
