_id,ltable_ASIN,rtable_NID,ltable_NAME,ltable_INFO,rtable_NAME,rtable_INFO,label
159,B000QRV3NU,9SIA4RE4ZG9786,creative expresscard sound blaster x-fi xtreme audio notebook-70sb071000000,5.5 x 1.4 x 6.3 inches 6.4 ounces 7.2 ounces item can be shipped within u.s. this item is not eligible for international shipping. b000qrv3nu 70sb071000000 3.0 out of 5 stars may 13  2007 none none,refurbished  creative sound blaster x-fi xtreme audio 7.1 channels 24-bit 96khz pci interface sound card,sound blaster x-fi xtreme audio,0
160,B000TGK05A,9SIAAEE4U71198,intel core 2 quad q6700 quad-core processor  2.66 ghz  8m l2 cache  1066mhz fsb  lga775,6.2 x 6.7 x 3.9 inches 1.7 pounds 1.4 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000tgk05a bx80562q6700 4.7 out of 5 stars yes july 11  2007 none none,intel core 2 quad q6700 kentsfield quad-core 2.66 ghz lga 775 95w bx80562q6700 processor,bx80562q6700,1
161,B000UCELXK,9SIA5AD1P56630,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.12 st3250318as 250gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive",st3250318as,0
162,B000UCELXK,9SIA5AD5C39429,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.10 st380815as 80gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive",st380815as,0
163,B000UCELXK,9SIAAEE3VN6643,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.10 st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" hard drive bare drive",st3160815as,1
164,B000UCELXK,9SIAAEE3WC4137,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.11 st31000340as 1tb 7200 rpm 32mb cache sata 3.0gb/s 3.5"" hard drive bare drive",st31000340as,0
165,B000UCELXK,9SIAAEE3ZZ6289,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.7 st3120827as 120gb 7200 rpm 8mb cache sata 1.5gb/s 3.5"" hard drive bare drive",st3120827as,0
166,B000UCELXK,9SIAAEE3ZZ7559,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.7 st380817as 80gb 7200 rpm 8mb cache sata 1.5gb/s 3.5"" hard drive bare drive",st380817as,0
167,B000UCELXK,9SIAAEE43Z7184,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.7 st3160827as 160gb 7200 rpm 8mb cache sata 1.5gb/s 3.5"" hard drive bare drive",st3160827as,0
168,B000UCELXK,9SIAAEE4BJ8204,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.9 st3160811as 160gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" hard drive bare drive",st3160811as,0
169,B000UCELXK,9SIAAEE4BK7802,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.11 st3160813as 160gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive",st3160813as,0
170,B000UCELXK,9SIAAEE4BR1346,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.8 st3300831as 300gb 7200 rpm 8mb cache sata 1.5gb/s 3.5"" hard drive bare drive",st3300831as,0
171,B000UCELXK,9SIAAEE4TK3654,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.8 st3250823as 250gb 7200 rpm 8mb cache sata 1.5gb/s 3.5"" hard drive bare drive",st3250823as,0
172,B000UCELXK,9SIAAEE4TK4839,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.10 st3250820as 250gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" hard drive  perpendicular recording  bare drive",st3250820as,0
173,B000UCELXK,9SIABS64TJ6874,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.9 st3250824as 250gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" hard drive bare drive",st3250824as,0
174,B000UCELXK,9SIABZ053E9438,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.9 st3160812as 160gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" hard drive bare drive",st3160812as,0
175,B000UCELXK,9SIABZ053E9576,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.9 st3808110as 80gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" hard drive bare drive",st3808110as,0
176,B000UCELXK,N82E16822148261,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.10 st3250310as 250gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive",st3250310as,0
177,B000VRZ7PA,9SIAAEE3XE0748,wd blue 160 gb desktop hard drive  3.5 inch  7200 rpm  pata  8 mb cache - wd1600aajb,5.8 x 4 x 1 inches 15.2 ounces 1.2 pounds     b000vrz7pa wd1600aajb 7025-01-564-4643 4.3 out of 5 stars yes april 2  2004 none none,"western digital blue wd1600aajb 160gb 7200 rpm 8mb cache ide ultra ata100 / ata-6 3.5"" internal hard drive bare drive",wd1600aajb,1
178,B000VZ40CI,9SIA5AD3SC2092,western digital wd3200aajs 320gb hard drive,b000vz40ci 4.0 out of 5 stars 1 pounds     september 14  2004 320 gb 7025-01-623-2717 western digital wd3200aajs pc 15.5 ounces 5.8 x 1 x 4 inches 5.8 x 1 x 4 inches 7200 rpm,"western digital caviar blue wd3200aajs 320gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive",wd3200aajs,1
179,B000W6IY6O,9SIABB74AK2666,steelseries 7g gaming keyboard,21.5 x 12.6 x 3.3 inches 5.6 pounds 5.6 pounds     b000w6iy6o for proposition 65 warning 64022 3.6 out of 5 stars july 7  2004 none none,steelseries apex gaming keyboard,64145,0
180,B000W7PNZI,9SIA4RE4VW8116,creative sb1040 sound blaster x-fi xtreme audio pci-e sound card,11.2 x 7.8 x 2.2 inches 14.1 ounces 7.2 ounces     b000w7pnzi 70sb104000000 5998-01-631-0492 3.9 out of 5 stars september 20  2007 none none,refurbished  creative sound blaster x-fi xtreme audio sound card pcie  sb1040,,1
181,B000W7PNZI,9SIA4RE4VX3594,creative sb1040 sound blaster x-fi xtreme audio pci-e sound card,11.2 x 7.8 x 2.2 inches 14.1 ounces 7.2 ounces     b000w7pnzi 70sb104000000 5998-01-631-0492 3.9 out of 5 stars september 20  2007 none none,refurbished  creative sound blaster x-fi xtreme 7.1 channels pci express x1 interface sound card,x-fi xtreme,0
182,B000W7PNZI,9SIA4RE4VX5064,creative sb1040 sound blaster x-fi xtreme audio pci-e sound card,11.2 x 7.8 x 2.2 inches 14.1 ounces 7.2 ounces     b000w7pnzi 70sb104000000 5998-01-631-0492 3.9 out of 5 stars september 20  2007 none none,creative sound blaster x-fi xtreme audio 7.1 channels pci express x1 interface sound card,sound blaster x-fi xtreme audio,0
183,B000W7PNZI,9SIA4RE4XW4450,creative sb1040 sound blaster x-fi xtreme audio pci-e sound card,11.2 x 7.8 x 2.2 inches 14.1 ounces 7.2 ounces     b000w7pnzi 70sb104000000 5998-01-631-0492 3.9 out of 5 stars september 20  2007 none none,creative sound blaster x-fi xtreme audio 7.1 channels pci interface sound card,sound blaster x-fi xtreme audio,0
184,B000W7PNZI,9SIA4RE4ZG9786,creative sb1040 sound blaster x-fi xtreme audio pci-e sound card,11.2 x 7.8 x 2.2 inches 14.1 ounces 7.2 ounces     b000w7pnzi 70sb104000000 5998-01-631-0492 3.9 out of 5 stars september 20  2007 none none,refurbished  creative sound blaster x-fi xtreme audio 7.1 channels 24-bit 96khz pci interface sound card,sound blaster x-fi xtreme audio,0
185,B000WJCM9G,9SIA7M048J6656,steelseries siberia usb sound card  white ,10.6 x 9.4 x 4.7 inches 1.6 pounds 4.8 ounces steelseries b000wjcm9g item can be shipped within u.s. this item is not eligible for international shipping. 51001 2.8 out of 5 stars july 7  2004 none none,steelseries siberia v2 external usb sound card surround sound virtual audio interface 7.1 equalizer 3.5mm jack converter,siberia,1
186,B000YDLNGS,9SIA6393SG1182,intel pentium d 945 3.40ghz 800mhz 4mb socket 775 dual-core cpu,3.2 x 2.7 x 0.5 inches 0.3 ounces 0.3 ounces intel b000ydlngs made in usa or imported 3.9 out of 5 stars november 4  2007 none none,refurbished  intel pentium d pd 945 3.4ghz 4m 800mhz dual-core processor lga775 desktop cpu,pentium d 945,1
187,B000ZJZ7OA,9SIA4RE40J3521,creative aurvana live! headphones,7.5 x 4 x 10 inches 6.4 ounces 1.2 pounds     creative b000zjz7oa item can be shipped within u.s. this item is not eligible for international shipping. imported  china  ef0060 4.3 out of 5 stars november 20  2007 none none,creative aurvana live! 3.5mm gold-plated/6.3mm connector circumaural headphone,aurvana live!,1
188,B0010GTAWW,9SIA2F823C2974,lexmark e250d laser printer,17 x 16.7 x 16.4 inches 26.2 pounds 26.2 pounds     b0010gtaww 0.0 out of 5 stars august 29  2014 none none,lexmark cs410n color laser printer,cs410n,0
189,B0010GTAWW,9SIA4P05AZ3550,lexmark e250d laser printer,17 x 16.7 x 16.4 inches 26.2 pounds 26.2 pounds     b0010gtaww 0.0 out of 5 stars august 29  2014 none none,lexmark cs410dn color laser printer,cs410dn,0
190,B0010GTAWW,N82E16828006536,lexmark e250d laser printer,17 x 16.7 x 16.4 inches 26.2 pounds 26.2 pounds     b0010gtaww 0.0 out of 5 stars august 29  2014 none none,lexmark cs310n color laser printer,cs310n,0
191,B0010GTAWW,N82E16828006537,lexmark e250d laser printer,17 x 16.7 x 16.4 inches 26.2 pounds 26.2 pounds     b0010gtaww 0.0 out of 5 stars august 29  2014 none none,lexmark cs310dn color laser printer,cs310dn,0
192,B0010GTAWW,N82E16828106829,lexmark e250d laser printer,17 x 16.7 x 16.4 inches 26.2 pounds 26.2 pounds     b0010gtaww 0.0 out of 5 stars august 29  2014 none none,lexmark c925de color laser printer,24z0000,0
193,B0010LTSHY,9SIA00Y0Z49606,jvc hanc250 noise cancelling headphone wired connectivity - stereo,7.9 x 2 x 9.8 inches 5.3 ounces 1.1 pounds     headphones -> headphones jvc b0010ltshy ha-nc250 1 aaa batteries required.  included  4.0 out of 5 stars june 22  2011 none none,jvc ha-nc250 3.5mm/ 6.3mm connector circumaural noise cancelling headphone,ha-nc250,1
194,B0010Z1W06,9SIA0AJ3396501,brother hl-2140 laser printer,17.9 x 18.7 x 14.2 inches 15 pounds 18.2 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b0010z1w06 for proposition 65 warning hl-2140 7025-01-592-2051 4.3 out of 5 stars december 7  2007 none none,brother hl series hl-2140 personal up to 23 ppm monochrome laser printer,hl-2140,1
195,B0010Z1W06,9SIA0AJ3T48865,brother hl-2140 laser printer,17.9 x 18.7 x 14.2 inches 15 pounds 18.2 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b0010z1w06 for proposition 65 warning hl-2140 7025-01-592-2051 4.3 out of 5 stars december 7  2007 none none,brother hl-2240d monochrome laser printer,hl-2240d,0
196,B00116SLYY,9SIA6393SE2172,intel e8400 core 2 duo processor 3 ghz 6 mb cache socket lga775,6.7 x 6.1 x 3.9 inches 13.6 ounces 9.6 ounces     b00116slyy for proposition 65 warning bx80570e8400 4.4 out of 5 stars july 7  2004 none none,refurbished  intel core 2 duo processor e8400 3.0ghz 6 mb cache socket lga775 desktop cpu,e8400,1
197,B00116SLZS,9SIA6393SE2172,intel core 2 duo e8500 processor 3.16 ghz 6 mb cache socket lga775,6.8 x 6.4 x 3.9 inches 12 ounces 13.4 ounces b00116slzs for proposition 65 warning bx80570e8500 4.3 out of 5 stars august 22  2003 none none,refurbished  intel core 2 duo processor e8400 3.0ghz 6 mb cache socket lga775 desktop cpu,e8400,0
198,B00116VHMC,9SIAAEE4M23216,intel core 2 quad q9300 2.5 ghz 6m l2 cache 1333mhz fsb lga775 quad-core processor,6.5 x 6 x 4 inches 13.6 ounces 15.2 ounces item can be shipped within u.s. this item is not eligible for international shipping. b00116vhmc bx80580q9300 4.9 out of 5 stars december 13  2007 none none,intel core 2 quad q9300 yorkfield quad-core 2.5 ghz lga 775 95w bx80580q9300 processor,bx80580q9300,1
199,B00117OGC4,9SIA7BP3GA1243,noctua nh-u12p cpu cooler,3.7 x 5 x 6.2 inches 1.7 pounds 3 pounds noctua b00117ogc4 nh-u12p 5.0 out of 5 stars december 13  2007 none none,noctua nh-u12p se2 120mm sso cpu cooler,nh-u12p se2,1
200,B0011A4UZE,9SIA4RE46N7250,crucial 4gb kit  2gbx2  ddr2 800mhz  pc2-6400  cl6 unbuffered udimm 240-pin desktop memory ct2kit25664aa800 / ct2cp25664aa800,b0011a4uze 4.5 out of 5 stars 1.4 ounces     september 14  2004 2 gb ddr2 800 mhz crucial crucial ct2kit25664aa800 pc 1.4 ounces 7 x 4 x 0.5 inches 7 x 4 x 0.5 inches green ddr2 sdram 1.8 volts,crucial 4gb  2 x 2gb  240-pin ddr2 sdram ddr2 800  pc2 6400  dual channel kit desktop memory model ct2kit25664aa800,ct2kit25664aa800,1
201,B0011F19CG,9SIA4RE59X5793,microsoft wireless laser mouse 6000 v2.0 mac/windows usb,9.5 x 9 x 2.5 inches 1 pounds 12.8 ounces b0011f19cg qva-00001 3.8 out of 5 stars february 5  2008 none none,microsoft natural wireless laser mouse 6000,69k-00001,0
202,B0012GK3MQ,9SIA0AJ1BU7722,wd  my passport essential 250 gb usb 2.0 portable external hard drive  cherry red ,5 x 3.1 x 0.6 inches 3.7 ounces 9.6 ounces item can be shipped within u.s. this item is not eligible for international shipping. b0016p8olu wdmerc2500tn 4.4 out of 5 stars march 26  2008 none none,wd 750gb my passport essential se external hard drive usb 2.0 model wdbabm7500abk-nesn,wdbabm7500abk-nesn,0
203,B0012WDMNC,9SIA6393S85425,intel core 2 quad processor q9550 2.83ghz 1333mhz 12 mb lga775 em64t cpu bx80569q9550,b0012wdmnc 4.4 out of 5 stars 13.6 ounces july 7  2004 2.83 ghz intel core 2 quad 7025-01-575-9732 intel bx80569q9550 14.4 ounces 6.6 x 6 x 3.7 inches 6.6 x 6 x 3.7 inches intel 4 ddr2 sdram,refurbished  intel core 2 quad processor q9550 2.83ghz 1333mhz 12mb 95w lga775 desktop cpu,q9550,1
204,B0012Y0QT8,N82E16820134636,kingston valueram 2gb 800mhz ddr2 non-ecc cl6 dimm desktop memory,6.9 x 2.2 x 0.5 inches 0.6 ounces 0.6 ounces     b0012y0qt8 kvr800d2n6/2g 5962-01-586-8315 4.6 out of 5 stars september 14  2004 none none,kingston 2gb 240-pin ddr2 sdram ddr2 800  pc2 6400  desktop memory model kvr800d2n6/2g,kvr800d2n6/2g,1
205,B001342KM8,9SIA6504T18674,crucial 2gb single ddr2 800mhz  pc2-6400  cl6 sodimm 200-pin notebook memory module ct25664ac800,b001342km8 4.7 out of 5 stars 0.3 ounces     september 14  2004 2048 mb ddr2 800 mhz crucial ct25664ac800 0.3 ounces 5.9 x 1.6 x 0.8 inches 5.91 x 1.57 x 0.79 inches 1 ddr2 sdram 1.8 volts,crucial 2gb 200-pin ddr2 so-dimm ddr2 800  pc2 6400  laptop memory model ct25664ac800,ct25664ac800,1
206,B0013LO1GE,9SIA5AD2YK8509,seagate st3500320ns. 500 gigabyte sata 3g enterprise storage 7200 rpm 32mb cache bare drive,4 x 5.8 x 1 inches 1.1 pounds 1.6 pounds     seagate b0013lo1ge st3500320ns 4.6 out of 5 stars july 7  2004 none none,"seagate barracuda es.2 st3500320ns 500gb 7200 rpm 32mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive",st3500320ns,1
207,B00153AMG8,N82E16817148035,apevia warlock atx-wa750w internal power supply - atx - ac 115/230 v - 750 watt,5.9 x 5.9 x 3.4 inches 5 pounds 5.3 pounds     apevia corp. b00153amg8 atx-wa750w 3.1 out of 5 stars february 28  2008 none none,apevia warlock power atx-wa750w 750w atx12v / eps12v sli ready crossfire ready power supply,atx-wa750w,1
208,B0015AFWD4,9SIA8UT5AW3674,sony mdr-e9lp/blk earbud headphones  black  discontinued by manufacturer ,6 x 1.8 x 1.8 inches 0.8 ounces 1.4 ounces     sony b0015afwd4 item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. mdr-e10lp/blk 3.8 out of 5 stars yes may 26  2006 none none,sony - fashion earbud headphones - black  mdr-e10lp/blk ,mdr-e10lp/blk,1
209,B0016HLHQW,9SIA45H22W1786,masscool 80mm ball cpu cooler 5f9001b1h3,4.2 x 3.5 x 3 inches 3.2 ounces 3.2 ounces     item can be shipped within u.s. this item is not eligible for international shipping. b0016hlhqw 5f9001b1h3 4.2 out of 5 stars april 2  2004 none none,masscool 5c12b3 50mm ball cpu cooler,5c12b3,0
210,B0016HLHQW,9SIA45H22W2054,masscool 80mm ball cpu cooler 5f9001b1h3,4.2 x 3.5 x 3 inches 3.2 ounces 3.2 ounces     item can be shipped within u.s. this item is not eligible for international shipping. b0016hlhqw 5f9001b1h3 4.2 out of 5 stars april 2  2004 none none,masscool 8w553b1m3 90mm ball cpu cooler,8w553b1m3,0
211,B0016HLHQW,9SIA85V3R95057,masscool 80mm ball cpu cooler 5f9001b1h3,4.2 x 3.5 x 3 inches 3.2 ounces 3.2 ounces     item can be shipped within u.s. this item is not eligible for international shipping. b0016hlhqw 5f9001b1h3 4.2 out of 5 stars april 2  2004 none none,masscool 8w501b1m3g 90mm ball cpu cooler,8w501b1m3g,0
212,B0016HLHQW,9SIA85V3R95096,masscool 80mm ball cpu cooler 5f9001b1h3,4.2 x 3.5 x 3 inches 3.2 ounces 3.2 ounces     item can be shipped within u.s. this item is not eligible for international shipping. b0016hlhqw 5f9001b1h3 4.2 out of 5 stars april 2  2004 none none,masscool 9t288b1m3g 70mm ball cpu cooler,9t288b1m3g,0
213,B0016HLHQW,9SIA85V3R95619,masscool 80mm ball cpu cooler 5f9001b1h3,4.2 x 3.5 x 3 inches 3.2 ounces 3.2 ounces     item can be shipped within u.s. this item is not eligible for international shipping. b0016hlhqw 5f9001b1h3 4.2 out of 5 stars april 2  2004 none none,masscool 9t370b1m3 70mm ball cpu cooler,9t370b1m3,0
214,B0016HLHQW,9SIA85V3SP4988,masscool 80mm ball cpu cooler 5f9001b1h3,4.2 x 3.5 x 3 inches 3.2 ounces 3.2 ounces     item can be shipped within u.s. this item is not eligible for international shipping. b0016hlhqw 5f9001b1h3 4.2 out of 5 stars april 2  2004 none none,masscool 5f9001b1h3 80mm ball cpu cooler,5f9001b1h3,1
215,B0016P38WU,9SIA6393S85148,amd athlon 64 x2 5000+ 1mb socket am2 dual-core cpu,0.4 x 0.4 x 0.4 inches 1.6 ounces 1.4 ounces amd b0016p38wu ado5000iaa5do 4.3 out of 5 stars april 2  2004 none none,refurbished  amd athlon 64 x2 5600+ 2.9ghz socket am2 dual-core desktop cpu,,0
216,B0016P7GSM,9SIA6393S85148,amd athlon 64 x2 4400+ 512kb socket am2 dual-core cpu,0.4 x 0.4 x 0.4 inches 1.6 ounces 1.2 pounds     amd b0016p7gsm ado4400iaa5do 4.0 out of 5 stars april 2  2004 none none,refurbished  amd athlon 64 x2 5600+ 2.9ghz socket am2 dual-core desktop cpu,,0
217,B00180F402,9SIA8R64XX8426,link depot dvi-2-hdmi gold plated hdmi to dvi cable - 6 feet - oem - black,11 x 7 x 1 inches 5.6 ounces 4 ounces     link depot b00180f402 item can be shipped within u.s. this item is not eligible for international shipping. imported  china  dvi-2-hdmi 3.2 out of 5 stars october 2  2001 none none,link depot dvi-2-hdmi 6 ft. black hdmi to dvi cable m-m,dvi-2-hdmi,1
218,B00180F402,N82E16812189057,link depot dvi-2-hdmi gold plated hdmi to dvi cable - 6 feet - oem - black,11 x 7 x 1 inches 5.6 ounces 4 ounces     link depot b00180f402 item can be shipped within u.s. this item is not eligible for international shipping. imported  china  dvi-2-hdmi 3.2 out of 5 stars october 2  2001 none none,link depot hdmi-dvi-3 10 ft. black hdmi to dvi cable  black - oem,hdmi-dvi-3,0
219,B00180F402,N82E16812189129,link depot dvi-2-hdmi gold plated hdmi to dvi cable - 6 feet - oem - black,11 x 7 x 1 inches 5.6 ounces 4 ounces     link depot b00180f402 item can be shipped within u.s. this item is not eligible for international shipping. imported  china  dvi-2-hdmi 3.2 out of 5 stars october 2  2001 none none,link depot ld-dvi10hdmi 10 ft. black dvi to hdmi cable - oem,ld-dvi10hdmi,0
220,B0019L0X38,9SIA0AJ2YT4647,hp laserjet p2055dn printer monochrome,14.4 x 14.5 x 10.6 inches 23.6 pounds 30 pounds     b0019l0x38 ce459a 3.5 out of 5 stars july 7  2004 none none,hp laserjet p2055dn ce459a workgroup up to 35 ppm monochrome laser printer,ce459a,1
221,B001A1PQTS,9SIA1N83Z86921,samsung color laser printer  clp-315 ,20.1 x 17.4 x 14.6 inches 28.7 pounds 30.2 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b001a1pqts for proposition 65 warning clp-315 3.4 out of 5 stars may 22  2008 none none,samsung clp-775nd color laser printer,clp-775nd,0
222,B001A1PQTS,9SIA91J43P4751,samsung color laser printer  clp-315 ,20.1 x 17.4 x 14.6 inches 28.7 pounds 30.2 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b001a1pqts for proposition 65 warning clp-315 3.4 out of 5 stars may 22  2008 none none,samsung clx-6260fw color wireless multifunction laser printer,clx-6260fw,0
223,B001A1PQTS,N82E16828112550,samsung color laser printer  clp-315 ,20.1 x 17.4 x 14.6 inches 28.7 pounds 30.2 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b001a1pqts for proposition 65 warning clp-315 3.4 out of 5 stars may 22  2008 none none,samsung xpress sl-c1810w/xaa wireless color laser printer,sl-c1810w/xaa,0
224,B001B99I34,9SIA4T01GT5600,d-link  dir-628 rangebooster n dual band router,7.5 x 1.2 x 4.6 inches 1.9 pounds 1.9 pounds b001b99i34 dir-628 3.3 out of 5 stars july 7  2004 none none,d-link dir-628 802.11n/g/a  802.3/3u 2.4/5ghz selectable dual-band rangebooster wireless n router up to 300mbps,dir-628,1
225,B001BS1ONW,9SIAAEE4M22681,intel core 2 duo e8600 3.33ghz 6m l2 cache 1333mhz lga775 desktop processor,6.7 x 6.1 x 3.9 inches 12.8 ounces 13.6 ounces b001bs1onw bx80570e8600 4.8 out of 5 stars july 7  2004 none none,intel core 2 duo e8600 wolfdale dual-core 3.33 ghz lga 775 65w bx80570e8600 processor,bx80570e8600,1
226,B001BS3A3E,9SIA6UM3NM2953,creative labs sb0950 expresscard sound blaster x-fi notebook audio system,5.5 x 2.2 x 6.3 inches 6.4 ounces 7.2 ounces b001bs3a3e 70sb095000004 4.0 out of 5 stars june 27  2008 none none,"""e-buy world"" new creative labs sb0950 expresscard sound blaster x-fi notebook audio system",,1
227,B001BXS45I,9SIA1N83Z86921,samsung clp-315w color laser printer,12.3 x 15.3 x 9.6 inches 24.2 pounds 31 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b001bxs45i for proposition 65 warning clp-315w 3.4 out of 5 stars august 22  2003 none none,samsung clp-775nd color laser printer,clp-775nd,0
228,B001BXS45I,9SIA91J43P4751,samsung clp-315w color laser printer,12.3 x 15.3 x 9.6 inches 24.2 pounds 31 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b001bxs45i for proposition 65 warning clp-315w 3.4 out of 5 stars august 22  2003 none none,samsung clx-6260fw color wireless multifunction laser printer,clx-6260fw,0
